"Examination  of  Def.  exp.  with  a  view  to exploring   ways   and   means   of   achieving economy  where  practicable  is  the  duty  of
section?","IA","O&M","Admin","All","IA"
"In   which   of   the   following   cases,   Ration Allowance  (Cash  in  lieu  of  free  rations)  is not admissible to Service Officers","Annual Leave","Leave pending Retirement","Casual Leave spent away from Duty Station","Temporary Duty","Temporary Duty"
"The  last  Inter  Government  advise  for  the financial year by PCDA/CDA should be sent to RBI on or before ?","31st March","15th April","25th April","30th April","25th April"
"What  is  the  frequency  of  submission  of Superannuation Lists of civilians by units to Pay Sections of PCDA/CDA office?","Half Yearly","Yearly","once in Two years","Once in a quarter","Half Yearly"
"Indent    for    forms    of    CDA    series    are supposed to be submitted to Manager, GOI Store, Kolkata ?","Monthly","Quarterly","Half yearly","Annually","Annually"
"2nd  appeal  on  decision  of  First  Appellate Authority  (under  RTI  Act)  shall  lie  within
from date on which decision supposed to be made?","30 days","45 days","60 days","90 days","90 days"
"Which   of   the   following   certificates   you would look into while carrying out audit of Bills  on  account  of  Local  Purchase  of  AOC supplies?","NAC from Normal Source","Cert. that items not for stock","Cert. that original demand placed on normal source has been cancelled","All the three","All the three"
"S&S  Imprest  Account  is  compiled  through Class voucher Punching Medium?",2,4,5,9,5
"Imprest is also known as?","Cash Assignment","Permanent Advance","Public Fund Account","None","Permanent Advance"
"What is  the  retention  period  of  DP  Sheets in a Controller’s office?","1 year","2 years","3 years","5 years","3 years"
"To  avoid  delay  in  sanction  of  pension  of DAD employee, period of Qualifying Service is  verified   before  date  of  his/her retirement?","06 months","1 year","18 months","2 years","2 years"
"Advances  paid  to  Imprest  Holders  by  M section  of  Regional  CDA  are  intimated  to PAOs on monthly basis through ?","Compilation Report","Demand Intimations","Cheque Slips","All the three","Demand Intimations"
"Expand AT Note?","Audit Note","Additional Tender Note","Accepted Tender Note","Average Tariff Note","Accepted Tender Note"
"Licence  Fee  bills  in  respect  of  Civilians  are received  from   in  PCDA/CDA  office pay sections?","BSO","GE","AO/AAO MES","RAO/LAO","AO/AAO MES"
"Which of the following will not be accepted as Security in audit?","Cash/Cheque","Municipal Debenture","National Savings Certificate","Shares certificates","Shares certificates"
"Which  of  the  following  remittance  in  the form  of  MRO  is  not  adjusted  by  Stores Section?","Cost of Stores lost","Payment of Rations","Cantonment Audit Fees","None","Cantonment Audit Fees"
"Which  of  the  following  is  not  required  in audit of CHT Bills?","AT Note","Consignment Note","Consignee Receipt Certificate","CRV","CRV"
"What is the retention period of Register of Disciplinary cases in a Controller’s office?","10 years","25 years","35 years","45 years","45 years"
"Which  section  of  PCDA/CDA  office  deals with    procedure    concerning    direct    and indirect taxes?","IA cell","E section","Administration section","O&M Cell","Administration section"
"Cash  Assignment to  meet  the  expenditure pertaining to ECHS poly clinics is placed at the disposal of ?","Each Poly clinic","Station Head Quarters","Military Hospital","All the three","Station Head Quarters"
"Which of the following reports is not dealt by IA Cell","MFAI","AAC","MPR","IAF CDA -13","IAF CDA -13"
"Which PCDA/CDA is responsible to prepare the    Job    Description    Sheets    of    E    and Accounts Sections of Regional CDA office?","PCDA (WC)
Chandigarh","CDA, Patna","CDA (Army) Meerut","PCDA (SC),
Pune","PCDA (WC)
Chandigarh"
"As per Training policy in DAD,  shall be     the     Training     Manager     for     the organization of a Regional PCDA/CDA?","AO (Trg)","G.O. (Trg)","Addl. CDA/Jt. CDA","PCDA/CDA","Addl. CDA/Jt. CDA"
"Physical  stock  verification  of  securities  is done  once  in  every    by  officer  of stores section?","Quarter","Half year","Year","Two years","Year"
"DAD cell does not function in which one of the following places?","Mumbai","New Delhi","Bengaluru","Kolkata","Bengaluru"
"How much % of TA/DA advance is payable for Temporary Duty?",0.75,0.8,0.9,"No such restriction","No such restriction"
"While  auditing/passing  pay  bills  of  civilian employees, AAO should check classification under    Service    Head    for    every    item exceeding Rs. ?",50000,10000,5000,500,500
"For    Defence    transactions    at    Non-bank Treasuries, paid vouchers and M.R.Os along with  Schedules  of  payments  and  receipts will be sent to PCDA/CDA concerned ","Daily","Weekly","Monthly by 11th of following month","bimonthly on the 11th, last of the following month","bimonthly on the 11th, last of the following month"
"Copy of the  P.M Class 9 voucher  operated by  Pay  section  on  a/c  of  Pay  &  allces.  Is forwarded to ?","Accounts Section","Engineering Section","AO GE concerned","All the three","All the three"
". Irregularities noticed during post audit of ECHS  bills/vouchers  will  be  brought  to  the notice  of   by  M  section  of  PCDA/CDA office?","Station H.Qrs.","Concerned ECHS poly clinics","GOC in C","MOD, Dept. of Ex servicemen Welfare","Station H.Qrs."
"Which     section     of     Regional     CDA     is responsible to carry out financial review of manufacturing establishments of Defence?","Stores Audit","Stores Contract","Internal Audit","O&M","Stores Audit"
"In each year, cash book to the extent of one  month&#39;s  account,  to  be  selected by  the  PCDA/CDA,  will  be  audited  by  an IDAS officer specially detailed by him?","January","March","April","July","April"
"Which of the following reports are received from   Military   Farms   in   a   Regional   CDA office?","Cash Account","Capital Account","Coupon Account","All the three","All the three"
"IAF CDA-13 forms should be held under the personal custody of ?","SAO (AN)","GO (AN)","Addl. CDA/Jt. CDA","PCDA/CDA","GO (AN)"
"Which of the following is not admissible to a  Defence  Civilian  when  transferred  from one station to another permanently?","Transfer Grant","Advance of TA/DA","Advance of Pay","None","Advance of Pay"
"Which section of Regional PCDA/CDA office deals  with  Recovery  of  extra  expenditure incurred    by    the    Defence    Services    in connection with aid to civil powers?","Store contract section","Store Audit Section","Accounts Section","E section","Store Audit Section"
"National Pension System has tiers?",4,3,2,"Only one",2
"The recovery of an advance will commence from   the     month&#39;s   pay   drawn after its receipt","First","Second","Third","No such rule","First"
"Which   section   of   PCDA/CDA   deals   with Inspection   of   various   sections   and   sub offices?","IA","OA","Accounts","O&M","O&M"
"Which  of  the  following  subsidiary  account will  accompany  the  annual  administration report of each military farm?","Trading account","capital account","cash account","All the three","All the three"
" regulates  and  develops  the  Pension Market under National Pension s System?","PFRDA","NSDL","Axis Bank","All the three","PFRDA"
"Which section of Regional CDA adjusts the MRO on account of Audit fee in respect of Cantonment Board?","Admin Pay","Internal Audit","M","Stores Audit","M"
"When a cheque is lost by a third party and fresh   cheque   is   issued,   which   of   the following bond is taken?","Fidelity","Surety","Security","Indemnity","Indemnity"
"grant is intended to meet expenditure incurred    in    connection    with    weapon training and manoeuvre?","TTIEG","ACG","ATG","SAG","ATG"
"Which    PCDA/CDA    is    assigned    with    a responsibility    of    studying    the    existing procedure     and     submit     proposals     for reorientation     of     work     of     MES     and Accounts?","PCDA (SC) Pune","PCDA (WC) Chandigarh","CDA (Army) Meerut","CDA Patna","CDA (Army) Meerut"
"Expand ECR","Emergency Cash Requisition","Emergency Credit Requisition","Emergency Cash Receipt","Expenditure Cash Receipt","Emergency Cash Requisition"
"Supply of funds to Field Imprest Holders is compiled to suspense Head?","00/018/65","00/018/64","00/018/60","00/020/45","00/018/65"
"Expand MER?","Monthly Expenditure Return/Report","Major Expenditure Return/Report","Minor Expenditure Return/Report","None","Monthly Expenditure Return/Report"
"Retention  period  of  Analysis  of  all  India compilation of Defence Services Receipts & Exp.  in  EDP  Centre  of  Regional  PCDA/CDA office is ?","10 years","5 years","2 years","3 years","3 years"
"Post  audit  of  ECHS  polyclinics  Accounts  is done by ?","LAO","ECHS cell of Main Office","Both","None","LAO"
"Supply  of  funds  to  which  of  the  following officers is not a duty of Regional CDA?","Field Imprest Holders","S&S Imprest Holders","Field Cashiers","None","Field Cashiers"
"Which  section  of  PCDA/CDA  is  responsible to deal with training camp allowance claims of Territorial Army and NCC Officers?","Miscellaneous section","Transportation Section","Accounts Section","Stores Audit Section","Transportation Section"
"Custody  of  blank  Defence  Cheques  is  the responsibility     of         section     of Regional CDA?","Administration","Disbursement","Records","All the three","Disbursement"
"A spoiled cheque will be submitted to O i/c, Disbursement    section    with    the    words &#39;&#39; written against the item in schedule III?","Form Spoiled","Form Cancelled","Form linked","form Destroyed","form Destroyed"
"Which  section  of  Regional  CDA  deals  with Mess Maintenance Allowance claims?","Stores Audit","Stores Contract","Miscellaneous","Internal Audit","Miscellaneous"
"Which section of Regional PCDA/CDA office is  responsible  to  arrange  for  printing  of forms?","Administration","Disbursement","Records","Accounts","Records"
"Ration   Allowance   in   cash   is   admissible during  which  of  the  following  periods  in respect of Army Officers?","Study Leave in India","Special Casual Leave","Furlough","All the three","All the three"
"Which  section  of  Regional  CDA  deals  with Payment of  Sea  freight  and  landing  stages bills?","Transportation","Stores Contract","Stores Audit","Miscellaneous","Stores Audit"
"All  the  cash  transactions  in  Military  Farms Cash Books will be recorded in ink?","Blue","Red","Black","Green","Black"
"When a NPS subscriber dies,  amount of wealth is released to the Nominees?",0.2,0.4,0.8,1,1
"Which  section  of  the  Regional  CDA  deals with work related to Super Review by IDAS Officers?","Administration","Internal Audit","O&M","ORs","Internal Audit"
"Expand LACR?","Local Audit Clearance Report","Local Audit Completion Report","Last Audit Clearance Report","Last Audit Completion Report","Local Audit Completion Report"
"When   Scrolls   received   from   Focal   Point Branch  have  a  prefix  remark  DEF  (P),  you will understand it as ?","Defence (Payments)","Defence (Pensions)","Defence (Pay & Allowances)","Defence (Public Sector undertakings)","Defence (Payments)"
"Expand LAC?","Local Audit Certificate","Local Audit Completion","Last Audit Completion","Last Audit Certificate","Last Audit Certificate"
"Which  of  the  following  category  of  work does  not  get  covered  under  Internal  Audit Report?","Regulatory audit","Loss of Revenue","Generation of Revenue","None","None"
"Who   among   the   following   is   exempted from payment of fee under RTI Act?","A person below poverty line","Member of Parliament","Member of Legislative Assembly","All the three","A person below poverty line"
"Which PCDA/CDA is responsible to prepare Job  Description  Sheets  for  M  and  TA/DA sections work?","CDA (Army) Meerut","CDA Secunderabad","CDA Patna","PCDA SC Pune","CDA Patna"
"Which  section  of  the  Regional  CDA  deals with  Re-organization  of  office  layout  for quicker flow of work?","Administration","O&M","IA","All the three","O&M"
"O&M  Inspection  is  conducted  on   basis?","Fixed Percentage","sampling","Both","None","sampling"
"Any   person   within     days   from   the receipt  of  a  decision  from  CPIO  can  make an appeal to First appellate authority under RTI Act?",30,45,60,90,30
"O&M  Inspection  Report  is  supposed  to  be forwarded   to  the   concerned  section/sub office within completion of Inspection?","One month","three weeks","two weeks","One week","three weeks"
"Which PCDA/CDA is responsible to prepare Job   Description   Sheets   for   Pay   and   IA sections work?","PCDA (WC)
Chandigarh","CDA (Army) Meerut","CDA Patna","PCDA SC Pune","CDA (Army) Meerut"
"Which section of Regional CDA office deals with   Post   audit   of   bills   in   respect   of payments  made  on  account  of  Civil  Hired Transport?","Stores Audit section","Transportation section","Stores Contract Section","M section","Stores Contract Section"
"Which  of  the  following  types  of  training  is not    covered    under    the    Training    and Development policy of DAD?","Induction Training","Promotion orientation courses","Pre Examination Training courses","None","None"
"The total amount  of penalty under  RTI act shall not exceed Rs. ?",25000,50000,75000,100000,25000
"What   is   the   prescribed   time   period   for sections to settle a complaint given?","30 days","21 days","14 days","7 days","7 days"
"Which of the following is diarized as special dak in a Regional PCDA/CDA office?","Important communication from A.H.Qrs.","Indemnity bond","Complaint","Confidential Dak","Important communication from A.H.Qrs."
"Complaints           Committee           regarding Prohibition     of     sexual     harassment     of working women should have not less than
women members?","1/3rd","Half","2/3rd","No such requirement at all","Half"
"Which   of   the   following   is   the   Central Government   Portal   used   for   Grievances Redressal?","GeM","CPGRAMS","RTI","All the three","CPGRAMS"
"AAOs/SOs (A) should be authorized to upload  the   SBI-CMP   files   on  the   Bank’s portal minimum?",2,3,4,"No such provision",2
"Recovery    of    advances    paid    by    audit sections is watched through the medium of
?","Register of Advances","Demand Register","Debt Head Register","All the three","Demand Register"
"Which  of  the  following  is  not  a  section  of Regional CDA?","Imprest","Wages","Costing","All the three","All the three"
"In the case of Exit from NPS upon attaining the age of Normal superannuation, At least
%  of  accumulated  wealth  of   subscriber needs    to    be    mandatorily    utilized    for purchase of an annuity",20,40,60,80,40
"Which of the following is not a duty of IFA?","Vetting of RFP","Participation in TPC/PNC","Pre scrutiny of Supply Orders","None","None"
"The no. of officers with User ID to authorize CMP payment files will not exceed in a PCDA/CDA Office?",2,3,4,5,5
"Decision               on               Acceptance/Re- tender/Apportionment is covered at  stage of IFA Concurrence?","Post Contractual Monitoring","Technical Evaluation","Expenditure Angle Sanction","None","Expenditure Angle Sanction"
"No  cheque  should  be  handed  over  by  D section  to  the  representative  of  supplier except  under   the   order   of     in  a PCDA/CDA office?","Group Officer","SAO/AO","Addl. CDA/Jt. CDA","PCDA/CDA","PCDA/CDA"
"Rates    of    Free    issues    of    ASC    supply purchased locally are published by ?","PCDA/CDA","Station Commander","GOC in C","CGDA","PCDA/CDA"
"Cash book is  maintained by the  Cashier of PCDA/CDA  office  under  the  supervision  of
?","SAO/AO (AN)","DCDA/ACDA (AN)","DCDA/ACDA (D)","DCDA/ACDA (E)","DCDA/ACDA (AN)"
"Unexpended       balances       under       cash assignments are ?","Carried forwarded to next year","Deposited to CDA through MRO","automatically lapsed to government","None","automatically lapsed to government"
"Schedule VII is prepared for ?","Paid Cheques","Unlinked Cheques","Cheques issued","Cheques cancelled","Cheques cancelled"
"The   claims   of   condiment   allowance   in respect  of  patients  in  hospital  will  be   by DAD?","Pre audited","Post audited","Decided by PCDA whether to pre/post audit","None. Do not require audit by DAD","Pre audited"
"Work   related   to  which  of   the   following sections is not described in OM II?","Records","Administration","Engineering","None","Engineering"
"Formats    and    fly    leaf    instructions    of registers maintained by Controllers’ offices are prescribed in ?","OM I","OM II Volume II","OM II Volume I","OM XI","OM II Volume II"
"Payments  to  S&S  Imprest  holders  is  done by section of Regional CDA?","Stores Contract","Stores Audit","M","ORs","Stores Contract"
"No objection should ever be issued by  Section   nor   should   they   enter   into   any correspondence with Officers Commanding and others","Stores","Misc.","IA","None","IA"
"Which    section    of    PCDA/CDA    office    is responsible for diary/despatch of Dak?","Records","Administration","O&M","None","Records"
"Which    section    of    PCDA/CDA    office    is responsible  for  custody  and  disbursement of cash?","Records","Disbursement","Accounts","Administration","Administration"
"Which  of  the  following  are  not  diarized  in Records section of PCDA/CDA office?","Bills","Valuables","D.O. letters","None","D.O. letters"
"Who  is   the   head  of   the   department  of DAD?","CGDA","FADS","Defence Secretary","MOD","CGDA"
"The no. of times the dak is to be distributed daily  in  sections  will  be  dependent on  the frequency  of  postal  deliveries  and  will  be fixed by?","SAO/AO","Group Officer","Addl. CDA/Jt. CDA","PCDA/CDA","PCDA/CDA"
"Which  of  the  following  is  not  diarized  as Valuable in the PCDA/CDA Office?","G.P. Notes","complaint","Cheque","Draft","complaint"
"An  annual  indent  for  articles  of  stationery required  for  use  during  the  following  year will be sent so to by PCsDA/CsDA?","Controller of Printing and Stationery, Kolkata","CGDA","PC of A Kolkata","Government Printing Press, Nasik","Controller of Printing and Stationery, Kolkata"
" will  be  responsible  to  see  that  stores consigned to PCsDA/CDAs by rail are taken delivery  of  promptly  to  avoid  demurrage charges?","AN section","Records section","Both","None","Records section"
"What  is  the  retention  period  of  Contract Agreements (MES) in a PCDA/CDA Office?","3 years","5 years","10 years","30 years","10 years"
"What  is  the  retention  period  of  Pension Payment Orders in a PCDA/CDA Office?","3 years","10 years","30 years","75 years","75 years"
"What  is  the  retention  period  of  GP  Fund Demand Register  in a PCDA/CDA Office?","3 years","5 years","10 years","30 years","5 years"
"What  is  the  retention  period  Debit/Credit scrolls in a PCDA/CDA Office?","3 years","5 years","10 years","30 years","5 years"
"% of Basic pay + DA is recovered as subscription  under  NPS  from  the  pay  of employee?",20,15,10,6,10
"No. of days is prescribed in RTI Act to give  reply  to  an  RTI  application  in  normal case?",2,7,15,30,30
"When   an   individual   against   whom   Debt Head Advance is outstanding is transferred to  audit  control  of  another  Controller  _ action is taken?","Balance is intimated through LPC","Balance is transferred through Defence Exchange Account","Both","None","Both"
"If    you    are    compiling    an    amount    to 00/021/00   (Reserve   Bank   Deposits),   you are working in section of PCDA/CDA?","Accounts","Administration","Audit","EDP","Accounts"
"Which    of     the     following    sections    of PCDA/CDA    does   not   operate   Punching Medium at all?","Administration","Accounts","Engineering section","O&M Cell","O&M Cell"
"Which  of  the  following  dues  is  not  posted in the Demand Register by  Pay sections of PCDA/CDA office?","Licence Fee bills","Advance of GPF","Advance of Pay","Advance of HBA","Licence Fee bills"
"Which  of  the  following  is  not  a  part  of Consolidated Fund of India?","HBA paid to employees","IT recovered from employees","DA paid to employees","GPF payments to employees","GPF payments to employees"
"AAO should check arithmetical calculations in % of the documents disposed by him, irrespective   of   amount   involved   in   the documents?",1,0.25,0.1,0.05,0.05
"Verification  of  specimen  signature  of  the Officers   preferring   third   party   claims   in respect of stores/services/works etc should be  done  100%  by  AAO  when  the  value  of the transaction exceeds Rs. ?",1000,5000,10000,25000,25000
"Which  section  of  PCDA/CDA  office  deals with Action on tour notes of Officers?","Administration section","O&M cell","ORs section","IA section","IA section"
"Allotment of Field Imprest Account Number to the  Field Imprest Holders is the duty of which     of     the     following     sections     of PCDA/CDA?","Accounts/ORs Section","M Section","IA Section","Pay Section","Accounts/ORs Section"
"section of CDA deals with adjustment of debits  on  account  of  postage  and  air  mail fee   on  the   bags   dispatched   by   Defence HQrs?","Records","Miscellaneous","Transportation","Stores Contract","Miscellaneous"
"  section   of   CDA   deals   with   audit   of charges relating to acquisition & disposal of land   &   buildings   by   Military   Land   and Cantonments Dept?","Miscellaneous","Administration","Engineering","Store Contract","Miscellaneous"
"Which  section  of  Regional  CDA  deals  with annual     production     accounts     of     ASC Bakeries?","Accounts","Stores Contract","Stores Audit","Internal Audit","Stores Audit"
"Which  section  of  PCDA/CDA  is  responsible to    adjust    the    cheques    received    from
/issuing cheques to Other Ministries?","All Audit Sections","Internal Audit Cell","Accounts Section","Administration section","Accounts Section"
"Demi Official Letters are diarized by  section of Regional CDA Office?","Administration","Records","Section dealing with the subject","PA/PS to the officer","Administration"
"Which   section   of   PCDA/CDA   deals   with recovery    of    leave    salary    and    pension contributions  in  respect  of  persons  lent to and from DAD?","Accounts Section","Administration Section","IA cell","Pay Section","Administration Section"
"Which   of   the   following   Registers   is   not maintained    by    Accounts    Section    in    a Regional CDA office?","Register of Deposits","Suspense Register","Demand Register","Debt Head Register","Demand Register"
"Local Audit Programme is approved by?","GOC in C","PCDA/CDA","Both","None","PCDA/CDA"
"Home Town once declared can be changed only on  with the approval of Head of the Department?","Two occasions","One occasion","Cannot be changed at all","any number of occasions","One occasion"
"Expenditure  on  account  of  outsourcing  of services  under  Contract  (Due  to  shortage against  authorized  strength)  is  booked  to
head?","Pay & Allowances","Office Contingencies","None","Any of the two subject to availability of funds","Office Contingencies"
"How  much  of  fee  is  charged  to  provide information   under   RTI    Act,   through   a diskette    or    floppy    if    desired    by    the applicant?","Rs. 2/-","Rs. 10/-","Rs. 25/-","Rs. 50/-","Rs. 50/-"
"What  is  the  retention  period  of  TA  Bills (including LTC bills) in a Regional PCDA/CDA office?","1 year","2 years","3 years","5 years","3 years"
"Report   on   the   court   cases,   where   DAD (CGDA/PCDA/CDA)      is      respondent      is submitted  by  AN  section  of  PCDA/CDA  to CGDA on basis?","Yearly","Half yearly","Quarterly","Monthly","Monthly"
"In the case of  technical resignation of NPS subscriber % of wealth is payable to the subscriber under NPS system?",80,40,20,"Nil","Nil"
"Which   section   of   PCDA/CDA   deals   with Payment  and  adjustment  of  the   cost  of manufacture of medals and decorations of Army units?","M section","Store Audit section","Pay section","Store Contract Section","M section"
"Ration   Allowance   (cash   in   lieu   of   free rations)   is   not  payable   to  Army   officers under        which        of        the        following circumstances?","Furlough leave","Special casual leave","Casual leave in same station","Sick leave on full pay","Casual leave in same station"
"O&M inspection  of sections of  Main office of PCDA/CDA is done once in ?","a quarter","a Half year","a year","two years","a year"
"Which    of    the    following    PCDA/CDA    is entrusted        with        responsibility        of reorientation  and  stream   lining   of   Local Audit work in DAD?","PCDA (WC)
Chandigarh","CDA (Army) Meerut","CDA Patna","PCDA (SC) Pune","PCDA (SC) Pune"
"Extension          of          Delivery          period, waiving/imposing   of   Liquidated   Damages and  risk  purchases  are  covered  under   stage of IFA concept?","Post Contractual Monitoring","Expenditure Angle Sanction","Tender Evaluation Negotiation","Acceptance of Necessity","Post Contractual Monitoring"
"Which   of   the   following   is   diarized   as valuable  by  Record  Section  of  PCDA/CDA Main Office?","Indemnity Bond","Armed Forces Signal","Important GOI letters","None","Indemnity Bond"
"Amount for which DIDS is originated will be verified by Responding CDA with reference to  the   reflected  in  the  concerned  LPC received?","Amount already recovered by originating CDA","No. of instalments already recovered","Amount of advance paid","Outstanding Balance","Outstanding Balance"
"Receipts and expenditure pertaining to  Air Force      executed      by      Public      Works Department,   will   be   passed   on   by   the concerned Civil AG to ?","PCDA (AF)
Dehradun","CDA in whose area the work is carried out","CDA (AF) New Delhi","Jt. CDA (AF)
Nagpur","CDA in whose area the work is carried out"
"Annual   indent   for   articles   of   stationery required  for  use  during  following  year  will be sent by R Section of PCDA/CDA office so as   to   reach   Controller   of   Printing   and Stationery,  Kolkata  on  or  before    of each year?","31st January","31st December","2nd January","1st March","2nd January"
"Net    amount    outstanding    under    head “Cheques & Bills / Pay and Accounts Office Electronic  Advices”  will  be  reviewed  and reconciled once in every by Accounts Section of PCDA/CDA?","Day","week","fortnight","Month","Month"
"Which  of  the  following  documents  is  not required  to  be  submitted  by  Government servant,  who  requests  for  change  of  his Name?","Deed in the prescribed form","Advertisement in prominent local news paper","Gazette Notification","None","None"
"Pay    and    allowances    bills    of    contract employees  employed  in  Defence  units  are audited   and   paid   by   which   section   of PCDA/CDA office?","Stores section","Miscellaneous section","Pay section","All the three","Miscellaneous section"
"Which of the following welfare activities is not  intended  primarily  to  be  met  out  of Grant in Aid received by PCDA/CDA Office?","Provision of Amenities","Recreation facilities","Welfare facilities","Death Benefits","Death Benefits"
"Which    of    the    following    acts    are    not supposed to be done by Public Information Officer under RTI Act?","Trying to solve the problem of the RTI Applicant","Interpret the information","None","Both","Both"
"Which  section  of  PCDA/CDA  is  responsible to   rendition   of   monthly   statements   of expenditure     to     the     local     controlling authorities?","Office Automation Cell","Accounts Section","Audit Sections concerned","All the three","Accounts Section"
"Which  section  of  PCDA/CDA  is  responsible to adjust MRO received on account of Hire of   Government   transport   for   amenities purposes?","Stores Contract","Miscellaneous","Transportation","Stores Audit","Stores Audit"
"In    which    of    the    following    e-payment modules,    drawing    of    cheque    is    not necessary?","CMP","NEFT","RTGS","All the three","CMP"
"Request for  alteration in  Date  of  Birth will be considered by Head of  the  Department when     a     specific     request     is     made within/before      from       entry       into Government    service    by    a    Government servant?","6 months","1 year","5 years","becoming permanent","5 years"
"When  transactions  are  carried  out  by  RBI, daily   scrolls   are   sent   to   PCDA/CDA   by
of RBI Branch?","CAS, Nagpur","Public Account Department","Government Account Department","None","Public Account Department"
"Inspection  Report  prepared  by  O&M  cell consists of parts?",4,3,2,"Only one part",2
"Which   of   the   following   aspects   is   not covered at the  Expenditure Angle Stage of IFA proposal?","Vetting of CST","Vetting of Draft Supply Order","Allotment of U.O. Number","None","Vetting of CST"
"The concept of Association of Finance with Management  in  decision  making  is  known as ?","Delegation of Financial powers","Financial Advice","Integrated Financial Advice","Associated Finance","Integrated Financial Advice"
"What is the periodicity of O&M  Inspection of sub offices under a PCDA?","Once in a year","Once in half year","As decided by PCDA","Once in two years","As decided by PCDA"
"Which  section  of  PCDA/CDA  is  responsible to  conduct scrutiny of  conservancy  service agreements    entered    into    by    Defence Executives?","Stores Contract Section","Engineering Section","Miscellaneous section","IA cell","Miscellaneous section"
"Which   section   of   Regional   PCDA/CDA   is responsible   for   watching   verification   of Credits    of    high    value    imported    and indigenous stores?","Stores contract section","Stores Audit section","IA cell through LAOs/RAOs","Miscellaneous section","Stores Audit section"
"Which  section  of  PCDA/CDA  is  responsible to deal with training camp allowance claims of Territorial Army and NCC Officers?","Transportation section","Miscellaneous Section","Accounts Section","Stores Audit Section","Transportation section"
"All the Defence Parcels received on account of    imported    stores    are    cleared    and distributed to the consignees by ?","Port Trust Authority of India","Embarkation Commandant","AO (Embarkation H.Qrs) Mumbai","All the three","Embarkation Commandant"
"Which     PCDA/CDA     is     responsible     for preparation  of  Job  Description  Sheets  of Admin,    R,    D    and    Stores    sections    of PCsDA/CsDA Main Office?","PCDA (SC) Pune","PCDA (WC) Chandigarh","CDA, Patna","CDA (Army) Meerut","PCDA (SC) Pune"
" section of  PCDA/CDA deals with Audit of sale accounts and audit and payment of bills      on      account      of      auctioneers? commission?","M section","E section","Store Contract Section","Store Audit section","Store Audit section"
"Which     of     the     following     sections     in PCDA/CDA  office  is  not  an  audit  section with reference to bills and vouchers?","Admin Pay","Stores","Internal Audit","None","Internal Audit"
" section  of  PCDA/CDA  deals  with  audit of     claims     for     transportation     charges debitable to the annual training grant?","M section","Admin","Pay","Transportation","Transportation"
"section of PCDA/CDA deals with Higher Audit of „Contract Management? especially the   Contracts   relating   to   acquisition   of weapon  systems  and  purchase  of  stores including rations","Store Contract","IFA cell","Store Audit","IA cell","IA cell"
"Which section of Regional PCDA/CDA office is responsible to prepare schedule III?","Administration","Disbursement","All Audit sections","Accounts","Disbursement"
"Which section of Regional PCDA/CDA office is  responsible  to  render  consolidated  AAC report to CGDA?","Administration","IA","O&M","Accounts","IA"
"Which section of Regional PCDA/CDA office is  responsible  to  Standardize  office  Notes of repetitive type?","Administration","IA","O&M","Records","O&M"
"Which section of Regional PCDA/CDA office is  responsible  to  do  pre  scrutiny  of  Supply orders/Contracts?","IFA cell","IA cell","O&M cell","ORs cell","IFA cell"
"Two  tier  processing  (Auditor  +  AO/SAO)  - for   all   bills   valuing   above   the   financial powers of AAO&#39;s and up to Rs. ","1 lakh","2 lakhs","5 lakhs","10 lakhs","2 lakhs"
"What  is  the  retention  period  of  Punching Media    in    EDP    centre    of    a    Regional PCDA/CDA office?","1 year","2 years","3 years","5 years","1 year"
"What is the retention period of Pay bills of DAD personnel, except June and December a Regional PCDA/CDA office?","3 years","5 years","6 years","35 years","6 years"
"Maintenance  of  the  APARs  is  the  duty  of the ","Group Officer (AN)","PCDA/CDA","SAO/AO (AN)","Head of the Department","Head of the Department"
"What is the retention period of Cash Book in a Regional PCDA/CDA office?","3 years","5 years","6 years","10 years","10 years"
"Which  of  the  following  is  supposed  to  be retained forever in a PCDA/CDA office?","APARs of DAD personnel","Master Note Book","GOI sanctions/orders","DAD – Pay Bills","GOI sanctions/orders"
"A cheque received in a PCDA/CDA office is diarized as","Valuable","Special Dak","Bill","Not diarized at all","Valuable"
"A will be allotted in the ‘R’ section for each           addressee           with           whom communications   are   regularly   made   for dispatch work?","Separate rack","Separate box","Pigeon hole","Separate task holder","Pigeon hole"
"What     is     the      retention     period      of Classification of Hand book of receipts and charges (at least one copy) in a PCDA/CDA office","10 years","50 years","100 years","110 years","110 years"
"IAF  CDA  -13  form  is  used  to  issue  a  fresh cheque  in  case  of  which  of  the  following transactions?","Cheque retuned","Cheque cancelled","Cheque lost","All the three","All the three"
"Fees under RTI Act  should not be accepted if received in the form of ?","Cash","Indian Postal Order","Demand Draft","None","None"
"National  Pension  System  came  into  force w.e.f.",01.01.2003,01.01.2004,01.04.2004,01.01.2006,01/01/04
"Hindi  cell  in  a  Regional  PCDA/CDA  office functions under section?","IA","Admin","Legal cell","O&M","Admin"
"Which  of  the  following  activities  Accounts section of a PCDA/CDA does not deal with?","Banking of Regimental funds","Rendition of Monthly Expenditure Returns to units","DID schedules","None","None"
"The  procedure  of  sending  scrolls  through the focal point branches is not applicable to payments  of   made  by  Public Sector Banks.","Defence Pension","Defence Supplies payments","Defence works payments","Defence Pay & Allowances","Defence Pension"
"IAF CDA-345 is used for ?","Punching Media other than Class 8","Class 8 Punching Medium","Schedule III","Register of cheques","Schedule III"
